label,landmark,encoding
በ,"[[-0.819585873902985, -0.02559112846767734], [-0.560686047665727, 0.5129258255835705], [-0.3176485722159569, 0.669857545918198], [-0.12219115359820172, 0.8036236509620732], [0.08335914403113519, 1.0], [-0.0011049011260284808, 0.20827779080644615], [0.29767263945240435, 0.3457995887735089], [0.5032888307252625, 0.4260422960775521], [0.6794503396349656, 0.5250759122092288], [0.00941895677812473, 0.0768184805611522], [0.3731622529226996, 0.20760249219418478], [0.6199625338443677, 0.40321740559762653], [0.8023727244669538, 0.5450087259892581], [-0.00305285623543689, -0.0902621382908596], [0.2283727370571492, 0.25462156185984314], [-0.022709799333943976, 0.32761484167472543], [-0.19364055667272934, 0.2823788389122809], [-0.00526119941666015, -0.1948341330767387], [0.14501254108456507, 0.13941124915617611], [-0.06512891967370402, 0.1919339291711492], [-0.22682881350411332, 0.10888913983731473]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
በ,"[[-0.621673478753188, -0.03840125513243519], [-0.41069283750802965, 0.5034693966325164], [-0.22223319837546202, 0.6640047052602537], [-0.07046076985535366, 0.800659042939167], [0.0906819260293625, 1.0], [0.004895468400564584, 0.20798840213420147], [0.23505300334278162, 0.35001263438481767], [0.39304917752163765, 0.4333726880963343], [0.5292458551907325, 0.5350375259243341], [0.009250727667331872, 0.07686573478785937], [0.2884449001097042, 0.2131790468782358], [0.4808201851743688, 0.41240598271211076], [0.6229281091609968, 0.556870592028745], [-0.004797396327513814, -0.09019206920908224], [0.180037525533868, 0.2578677295680895], [-0.008189126005127553, 0.3268309968200519], [-0.13894194341163993, 0.278975466350967], [-0.009348799740382333, -0.19466206771297875], [0.11370763547478195, 0.1415015965403931], [-0.044062946892100545, 0.19066258372309408], [-0.16886253332907875, 0.10519231133646179]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
በ,"[[-0.6339857350017394, 0.061031426939445146], [-0.3409581932390747, 0.5768705516743549], [-0.12684230937533986, 0.7094346732526712], [0.04667712023837339, 0.8236704412433188], [0.2388974180723328, 1.0], [0.03557300842520097, 0.21023464782681106], [0.2891077059971212, 0.31731081684728446], [0.4610702545025201, 0.37647391120359064], [0.6136951176177659, 0.4577151078578541], [0.020667842541817697, 0.07649894571358287], [0.3229234410116942, 0.1698936209439878], [0.5466940283459096, 0.3410839036392309], [0.7115954683699542, 0.46479834438045337], [-0.018129044781712778, -0.09073594804133492], [0.2199352189877355, 0.23267085446036198], [0.039847180287887494, 0.33291522988566635], [-0.09935240585039459, 0.3053925714052264], [-0.038111806185305866, -0.19599764549905893], [0.1357607082805329, 0.12527624199753343], [-0.016460861502425463, 0.2005308146194969], [-0.15518201699993414, 0.13388723236412403]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
በ,"[[-0.3935407033859615, 0.5835482299688844], [0.2563152681782056, 0.7175986366842274], [0.4499126848477289, 0.5845258163726286], [0.6744495475233224, 0.5373361416488561], [1.0, 0.5867241861457864], [0.24200875182289244, 0.31081729852215045], [0.358561686570327, -0.08007515681381201], [0.6057732962337704, -0.08870031303369098], [0.800960536789632, -0.21468913899303377], [0.12579976283582575, -0.07833362929689473], [0.4347086633397054, -0.10664323309094567], [0.6975109765787292, -0.2348426369061459], [0.9477360998419102, -0.0346036887872264], [-0.16023430963960902, -0.06663998495014643], [0.37409457627966425, -0.08459219846526413], [0.326049413266396, 0.17033887981342546], [0.16468043017508632, 0.31695002996324906], [-0.2075742050191089, -0.16584368427510954], [0.2360742358740514, -0.04226010824481905], [0.22361956331479252, 0.13458957000410493], [-0.12154295085656752, 0.3319218649051435]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
በ,"[[-0.6189345919708806, -0.04692032991674088], [-0.42341870594127573, 0.4971806199845748], [-0.23988174478698635, 0.6601124106272249], [-0.09227627537624576, 0.7986874997909816], [0.06295113110265908, 1.0], [-0.0008343988706754715, 0.20779595097387343], [0.22479632642152908, 0.3528144217185192], [0.3800734944405785, 0.4382475936644494], [0.5131070850743137, 0.5416622638705108], [0.00711300469650396, 0.07689716010485494], [0.2818045480112623, 0.2168876039936701], [0.46818310337010344, 0.41851663076799644], [0.6059355714143309, 0.5647590482881055], [-0.0023054549725554786, -0.09014547140694094], [0.17246244881530476, 0.2600265173921811], [-0.017149978827183138, 0.326309719153483], [-0.14623341220182656, 0.2767121331203557], [-0.00397315085327312, -0.19454763967178754], [0.10951052330784844, 0.1428917331219707], [-0.04918403623989176, 0.18981710520191253], [-0.17129650913191002, 0.1027338221046448]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
በ,"[[0.05840217110841071, 0.7585966526203854], [0.4852427780695526, 0.7281461299630241], [0.6504742518682194, 0.5740206508820116], [0.8338616742527514, 0.48194432539005627], [1.0, 0.358248736382213], [0.2429767138982328, 0.08377753187541347], [0.37071483044933445, -0.10043843711542098], [0.44492636947909026, -0.21882499833729982], [0.5156165146594114, -0.33132504567575577], [0.06689033467838645, -0.0045038550333851846], [0.1745127945314222, -0.24725629664660911], [0.33888445687787, -0.35032203809328527], [0.4555826138722468, -0.44007582895864533], [-0.10271986654946454, -0.047223836232681844], [0.10549849276173857, -0.14628421519072066], [0.2622636033345443, 0.1554861724712248], [0.3149205341057563, 0.3478101015329492], [-0.207147182027155, -0.03204984060934616], [0.002463539687130483, -0.09173646477837703], [0.1777316526771996, 0.15831990150844033], [0.2591206245957339, 0.35276042755437365]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
በ,"[[0.05840217110841071, 0.7585966526203854], [0.4852427780695526, 0.7281461299630241], [0.6504742518682194, 0.5740206508820116], [0.8338616742527514, 0.48194432539005627], [1.0, 0.358248736382213], [0.2429767138982328, 0.08377753187541347], [0.37071483044933445, -0.10043843711542098], [0.44492636947909026, -0.21882499833729982], [0.5156165146594114, -0.33132504567575577], [0.06689033467838645, -0.0045038550333851846], [0.1745127945314222, -0.24725629664660911], [0.33888445687787, -0.35032203809328527], [0.4555826138722468, -0.44007582895864533], [-0.10271986654946454, -0.047223836232681844], [0.10549849276173857, -0.14628421519072066], [0.2622636033345443, 0.1554861724712248], [0.3149205341057563, 0.3478101015329492], [-0.207147182027155, -0.03204984060934616], [0.002463539687130483, -0.09173646477837703], [0.1777316526771996, 0.15831990150844033], [0.2591206245957339, 0.35276042755437365]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
በ,"[[0.05840217110841071, 0.7585966526203854], [0.4852427780695526, 0.7281461299630241], [0.6504742518682194, 0.5740206508820116], [0.8338616742527514, 0.48194432539005627], [1.0, 0.358248736382213], [0.2429767138982328, 0.08377753187541347], [0.37071483044933445, -0.10043843711542098], [0.44492636947909026, -0.21882499833729982], [0.5156165146594114, -0.33132504567575577], [0.06689033467838645, -0.0045038550333851846], [0.1745127945314222, -0.24725629664660911], [0.33888445687787, -0.35032203809328527], [0.4555826138722468, -0.44007582895864533], [-0.10271986654946454, -0.047223836232681844], [0.10549849276173857, -0.14628421519072066], [0.2622636033345443, 0.1554861724712248], [0.3149205341057563, 0.3478101015329492], [-0.207147182027155, -0.03204984060934616], [0.002463539687130483, -0.09173646477837703], [0.1777316526771996, 0.15831990150844033], [0.2591206245957339, 0.35276042755437365]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
በ,"[[0.7087504241905734, 0.37894257254298497], [0.8397057415919124, 0.024837483376320132], [0.9729870436198698, -0.18870336998599052], [0.989427566744908, -0.3968828834716781], [1.0, -0.6726430740662188], [0.20796511956498506, -0.2161242832338232], [0.06199372215021952, -0.2909374565946393], [0.1235596628852877, -0.5647233349817555], [0.03751732142037751, -0.5502218950503242], [-0.02095323721542333, -0.06060877080464829], [-0.04184100197282208, -0.31839685568100845], [-0.05839644288245244, -0.4985309894804605], [-0.08732223932551064, -0.6093967639007], [-0.042603760301384755, 0.11518898389472429], [-0.004369989853737648, -0.1343083728336224], [0.2694224678118446, -0.10633565600835293], [0.4693104168122906, 0.009304001016252545], [-0.14440812204817688, 0.16154407014374766], [-0.09345916684196069, -0.0409851251432015], [0.3013162253215177, -0.06550413040336174], [0.40894344307772257, -0.00804007346963105]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
በ,"[[0.05840217110841071, 0.7585966526203854], [0.4852427780695526, 0.7281461299630241], [0.6504742518682194, 0.5740206508820116], [0.8338616742527514, 0.48194432539005627], [1.0, 0.358248736382213], [0.2429767138982328, 0.08377753187541347], [0.37071483044933445, -0.10043843711542098], [0.44492636947909026, -0.21882499833729982], [0.5156165146594114, -0.33132504567575577], [0.06689033467838645, -0.0045038550333851846], [0.1745127945314222, -0.24725629664660911], [0.33888445687787, -0.35032203809328527], [0.4555826138722468, -0.44007582895864533], [-0.10271986654946454, -0.047223836232681844], [0.10549849276173857, -0.14628421519072066], [0.2622636033345443, 0.1554861724712248], [0.3149205341057563, 0.3478101015329492], [-0.207147182027155, -0.03204984060934616], [0.002463539687130483, -0.09173646477837703], [0.1777316526771996, 0.15831990150844033], [0.2591206245957339, 0.35276042755437365]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
በ,"[[0.08270261222127485, 0.7190453218899795], [0.5319203827033033, 0.5883621291403384], [0.7382903545465771, 0.37016876439136204], [0.8299352359329194, 0.18474242579859634], [1.0, 0.029068393815777544], [0.26921975127538367, -0.017070340858211224], [0.206984309216836, -0.2949383408945124], [0.2838186078020065, -0.4038892954998671], [0.4198739171510457, -0.43428268784657437], [0.05393348622913914, -0.03745387814000989], [-0.04626290306464579, -0.3960389076584834], [0.1297518528394734, -0.4426759423796467], [0.339303148012902, -0.4128143783241283], [-0.12406917134432224, -0.006680131736394826], [0.13936256935926666, -0.06008578686344666], [0.24207396062185693, 0.19869522511482465], [0.285301340028746, 0.3674620195280725], [-0.1990840661602004, 0.06120435073461603], [0.10168464603296606, 0.16887552893580196], [0.19991189489178265, 0.37278163716814716], [0.24686506831985205, 0.49129654707052794]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
በ,"[[0.1076520889755525, 0.648598708583358], [0.5518655866466179, 0.5101688099324481], [0.7504304286840492, 0.30310649136949797], [0.835527048288078, 0.1308460881244241], [1.0, -0.017896708870974803], [0.2683530061673215, -0.027401892921994946], [0.19650672309508652, -0.27670632581474053], [0.26947019711442394, -0.37893887434011875], [0.40432968902171623, -0.4125318080475489], [0.05257496912580006, -0.03636249473345075], [-0.06000396417383569, -0.3572065167286854], [0.11420902174070541, -0.4073031771633575], [0.3245878650482118, -0.3894910191621898], [-0.1241761784563844, -0.0005677270864369021], [0.1371296804026137, -0.06067386059574759], [0.24874644789661035, 0.1695247300495791], [0.297805605344289, 0.32070279983743266], [-0.19675179683673702, 0.06433211474188275], [0.10746105083439261, 0.14868908253002824], [0.2126877739483048, 0.32930810576722247], [0.2637194628829616, 0.43473682152897075]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
በ,"[[-0.13596153798560784, 0.7444304659653482], [0.35711507059510017, 0.7727201831794721], [0.6318913698759387, 0.6283850287710346], [0.780927037933438, 0.4762202104272417], [1.0, 0.3812849483949759], [0.2768161463568116, 0.07788338191837724], [0.2988127867474907, -0.22046270412359814], [0.4095720679134161, -0.3017704650300238], [0.5561078537581129, -0.2840634727364706], [0.06583990778935124, -0.01825374329732709], [0.07416757649908688, -0.4102713926090667], [0.2659735454823262, -0.39464273081650286], [0.46827197875105103, -0.29109791896548176], [-0.12313133126632703, -0.05036328959512361], [0.15893222891652142, -0.010664900621794106], [0.18359442720037808, 0.28295636348935765], [0.1757104826286677, 0.4660734009923593], [-0.21952472287983552, -0.00926634902592657], [0.05105862851785532, 0.20382369874470604], [0.08794053915738409, 0.44127668229747397], [0.09914846886203033, 0.5757172279042884]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
በ,"[[-0.3259539166738339, 0.8027680244091209], [0.1258343529980159, 1.0], [0.4874037838778658, 0.8904695285040987], [0.8086334666745719, 0.6573638928965686], [0.9729599584314841, 0.7098753485172409], [0.2822876578663946, 0.029475510377687104], [0.3652002317778665, -0.10185063584095218], [0.41065118838864645, -0.1145340397488066], [0.593478496930464, -0.20482379987662175], [0.11186588878170574, 0.05087178625911668], [0.2099002622619617, -0.5090938053350956], [0.3487600821097885, -0.22639078685409483], [0.643619219566857, -0.13329000752607814], [-0.149600892244039, -0.08405253097691846], [0.1289936288182827, 0.042527481356493535], [0.12527979928424865, 0.33080641378790665], [0.03439571204034011, 0.5742598732800738], [-0.24455265440406096, 0.0037052343401147068], [0.02539063901453089, 0.34825778324409296], [-0.09078506136922757, 0.49863897519980444], [-0.004903711089693377, 0.6469211942612472]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
በ,"[[0.08270261222127537, 0.7038214708326754], [0.5319203827033038, 0.5937451697040171], [0.7382903545465774, 0.3890661780081309], [0.8299352359329195, 0.21190700684365069], [1.0, 0.06675221562082405], [0.26921975127538367, -0.006287965964630147], [0.20698430921683575, -0.27943629021068117], [0.28381860780200624, -0.38264638526972244], [0.41987391715104533, -0.4070336462073081], [0.05393348622913906, -0.034422810089755444], [-0.046262903064646074, -0.3876811939429203], [0.12975185283947308, -0.42636083587308254], [0.3393031480129018, -0.38921091015105375], [-0.12406917134432224, -0.011276871176065196], [0.13936256935926664, -0.05319267227439948], [0.24207396062185707, 0.20291254069714684], [0.2853013400287463, 0.36902135830574917], [-0.19908406616020038, 0.05198764723045096], [0.10168464603296608, 0.16846115030959272], [0.19991189489178285, 0.37092351160176384], [0.2468650683198524, 0.4882096730413842]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ተ,"[[-1.0, 0.2768603749507536], [-0.5911990840671651, 0.7473796502163312], [-0.007852457330931338, 0.865668103862406], [0.3499856631366937, 0.5550532833305315], [0.5870107339276492, 0.3206458740290365], [0.25734884765660504, 0.652642548257607], [0.6523773455844646, 0.6955998795586332], [0.3877383820983314, 0.6868542460776477], [0.08135040756834143, 0.6936391405993485], [0.11517693786386779, 0.19180519183758002], [0.43719348448715767, 0.16519900781897193], [0.011810217787133976, 0.29326127394079105], [-0.31916523739419744, 0.4205232368152748], [-0.0721804720769166, -0.22604439465162285], [0.15146033109607301, -0.22068525010094941], [-0.2829288022226054, -0.003035456263458287], [-0.570157683268822, 0.1596989249198599], [-0.300345313443556, -0.6184033454435643], [-0.07981575111447774, -0.5673373655030104], [-0.34949689520121624, -0.3646482303149037], [-0.5459142113691717, -0.21583135077642474]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ተ,"[[-1.0, 0.27650463470144104], [-0.5911990840671651, 0.7478118449141256], [-0.007852457330931597, 0.866615801786468], [0.34998566313669344, 0.5558954219680933], [0.587010733927649, 0.3213865423694612], [0.25734884765660476, 0.6535309222111272], [0.6523773455844641, 0.6967964529148184], [0.38773838209833106, 0.6878664001240812], [0.08135040756834115, 0.694456395581816], [0.11517693786386761, 0.1920923951821548], [0.43719348448715745, 0.16566961452129075], [0.011810217787133774, 0.2935918819597016], [-0.31916523739419755, 0.4207753210467166], [-0.07218047207691654, -0.2263408878845995], [0.1514603310960731, -0.22082813075782376], [-0.2829288022226053, -0.0032256704298034783], [-0.5701576832688218, 0.15949812760811138], [-0.3003453134435557, -0.6192824295086825], [-0.07981575111447764, -0.568014580136224], [-0.3494968952012162, -0.36528045770408435], [-0.5459142113691715, -0.21642950047592177]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ተ,"[[-1.0, 0.27650463470144104], [-0.5911990840671651, 0.7478118449141256], [-0.007852457330931597, 0.866615801786468], [0.34998566313669344, 0.5558954219680933], [0.587010733927649, 0.3213865423694612], [0.25734884765660476, 0.6535309222111272], [0.6523773455844641, 0.6967964529148184], [0.38773838209833106, 0.6878664001240812], [0.08135040756834115, 0.694456395581816], [0.11517693786386761, 0.1920923951821548], [0.43719348448715745, 0.16566961452129075], [0.011810217787133774, 0.2935918819597016], [-0.31916523739419755, 0.4207753210467166], [-0.07218047207691654, -0.2263408878845995], [0.1514603310960731, -0.22082813075782376], [-0.2829288022226053, -0.0032256704298034783], [-0.5701576832688218, 0.15949812760811138], [-0.3003453134435557, -0.6192824295086825], [-0.07981575111447764, -0.568014580136224], [-0.3494968952012162, -0.36528045770408435], [-0.5459142113691715, -0.21642950047592177]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ተ,"[[-1.0, 0.021000902890165526], [-0.6053323133451064, 0.7497053498358688], [-0.0586802073096581, 0.8500969138563652], [0.3327050700936486, 0.703930019172677], [0.6238588251970962, 0.3937818829506768], [0.36300626745221803, 0.5869316679708223], [0.647254379595486, 0.9331403626318543], [0.33018795333738454, 0.6311865687293919], [0.04401839002462938, 0.5548822905264423], [0.06602295694835263, 0.24312587800761973], [0.6089591907094247, 0.016261384179001415], [0.14629931951646075, 0.24016225639636513], [-0.31994566909156485, 0.333720427538869], [-0.10906208386977556, -0.206265987353056], [0.2432606036383783, -0.22756369167159754], [-0.23097188624066695, -0.0164720354282276], [-0.5634586342372888, 0.18132221906832427], [-0.31996714053079467, -0.6237915586253859], [0.10283496741373449, -0.5715160614519755], [-0.1804973541543039, -0.5813252110218483], [-0.4116162180445661, -0.26425704336394945]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ተ,"[[-1.0, 0.27650463470144104], [-0.5911990840671651, 0.7478118449141256], [-0.007852457330931597, 0.866615801786468], [0.34998566313669344, 0.5558954219680933], [0.587010733927649, 0.3213865423694612], [0.25734884765660476, 0.6535309222111272], [0.6523773455844641, 0.6967964529148184], [0.38773838209833106, 0.6878664001240812], [0.08135040756834115, 0.694456395581816], [0.11517693786386761, 0.1920923951821548], [0.43719348448715745, 0.16566961452129075], [0.011810217787133774, 0.2935918819597016], [-0.31916523739419755, 0.4207753210467166], [-0.07218047207691654, -0.2263408878845995], [0.1514603310960731, -0.22082813075782376], [-0.2829288022226053, -0.0032256704298034783], [-0.5701576832688218, 0.15949812760811138], [-0.3003453134435557, -0.6192824295086825], [-0.07981575111447764, -0.568014580136224], [-0.3494968952012162, -0.36528045770408435], [-0.5459142113691715, -0.21642950047592177]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ተ,"[[-1.0, 0.282829415333616], [-0.5746934031192588, 0.8001741803466333], [-0.03497192654373723, 0.9499022175415512], [0.32224453017774524, 0.6401277915615764], [0.4640614556602303, 0.1930835975957361], [0.319739647363014, 0.5972701916086419], [0.7542711449975632, 0.5452060570722889], [0.518964349190214, 0.5649022471093553], [0.21028378429104763, 0.5758566837211825], [0.12527404439459422, 0.15876456110177023], [0.4079553613933633, 0.014969376254946752], [0.026673574929024457, 0.18548039770732794], [-0.27873430445296027, 0.353818186667415], [-0.10466200003483994, -0.21676846177563347], [0.0204469818995673, -0.2541054324088448], [-0.3566292046014811, 0.03799691771528904], [-0.6054162724216222, 0.25060513054731215], [-0.34035169172276813, -0.5392662909347786], [-0.23354426814360424, -0.47957738678764467], [-0.4829381113429796, -0.21957827877282893], [-0.6401628700220526, -0.010984483637285068]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ተ,"[[-1.0, 0.32280020557302064], [-0.5057355182353005, 0.8381796362643363], [0.0666869891840786, 0.9734642045185403], [0.4013286092631779, 0.6444896876349605], [0.4991370247504297, 0.18218202692819999], [0.39411221003066294, 0.6007049839477626], [0.8363041737676287, 0.5329424511451415], [0.5959301202251079, 0.5609392535665731], [0.27899262317351353, 0.5824316830151838], [0.14627563509107225, 0.1583361192759038], [0.4220523826332374, 0.001736573691800379], [0.04754849616595819, 0.1889654775219272], [-0.2489957546017937, 0.3714431487158508], [-0.13130604886661526, -0.2183940936076276], [-0.006408219779175547, -0.26077780560279923], [-0.3634281926261824, 0.050769323070692186], [-0.5968320788842868, 0.27667566164426755], [-0.4090817962551195, -0.5406470096160385], [-0.29255230650729697, -0.48310763424855735], [-0.5214563680299851, -0.20867278340650985], [-0.6609314729271804, 0.010075268474567009]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ተ,"[[-1.0, 0.2663570756377433], [-0.5746934031192589, 0.812335443521248], [-0.03497192654373758, 0.9812102397756243], [0.32224453017774496, 0.6702396796270829], [0.4640614556602302, 0.2117288043447344], [0.31973964736301386, 0.6258631081466846], [0.754271144997563, 0.5833593367635233], [0.5189643491902137, 0.5975901891107858], [0.21028378429104738, 0.6008702475084545], [0.12527404439459408, 0.16741501310610132], [0.4079553613933632, 0.026110716080706788], [0.026673574929024346, 0.19246694093762207], [-0.2787343044529604, 0.3585539176755416], [-0.10466200003483987, -0.2268490740616215], [0.020446981899567358, -0.26219143258681105], [-0.356629204601481, 0.02998997979530642], [-0.6054162724216224, 0.24332483672486452], [-0.3403516917227681, -0.566429047191164], [-0.23354426814360413, -0.5019315661921281], [-0.48293811134297937, -0.23961418561104442], [-0.6401628700220525, -0.028043285474840734]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
